ID,kmeans_k3,kmeans_k4,kmeans_k5,kmeans_k6,gmm_n3,gmm_n4,gmm_n5,gmm_n6,recommended_method,recommended_solution,recommended_cluster,recommended_max_assignment_probability
7235,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
10548,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
2281,2,3,1,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
4073,0,1,0,0,1,2,1,0,kmeans,kmeans_k3,0,1.0
6974,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
7938,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
7094,0,1,0,2,1,1,3,1,kmeans,kmeans_k3,0,1.0
3667,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
7723,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
3870,0,1,0,2,1,1,1,0,kmeans,kmeans_k3,0,1.0
4012,1,0,2,0,1,2,3,5,kmeans,kmeans_k3,1,1.0
5909,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
10470,2,2,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
6488,1,0,2,0,2,0,2,4,kmeans,kmeans_k3,1,1.0
10270,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
6887,1,0,2,4,1,1,3,1,kmeans,kmeans_k3,1,1.0
6406,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
7573,2,2,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
4508,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
221,1,0,2,0,2,1,2,1,kmeans,kmeans_k3,1,1.0
5331,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
1911,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
20,2,3,1,1,2,1,0,3,kmeans,kmeans_k3,2,1.0
8786,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
10582,0,1,0,2,1,2,3,1,kmeans,kmeans_k3,0,1.0
1915,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
8897,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
2371,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
4303,2,2,3,3,0,3,4,4,kmeans,kmeans_k3,2,1.0
6825,1,2,3,3,2,0,0,2,kmeans,kmeans_k3,1,1.0
1072,1,2,3,3,2,1,2,4,kmeans,kmeans_k3,1,1.0
4964,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
2461,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
10736,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
3194,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
10839,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
49,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
4290,2,3,1,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
10219,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
4211,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
1135,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
6299,0,0,2,0,1,1,3,1,kmeans,kmeans_k3,0,1.0
10846,1,0,2,4,1,1,2,1,kmeans,kmeans_k3,1,1.0
347,1,0,2,4,1,1,3,1,kmeans,kmeans_k3,1,1.0
6543,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
10446,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
3479,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
11075,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
4442,2,3,1,1,2,1,0,1,kmeans,kmeans_k3,2,1.0
199,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
6722,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
796,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
3749,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
8523,2,2,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
310,0,1,0,2,1,1,3,1,kmeans,kmeans_k3,0,1.0
8629,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
236,2,3,1,1,2,1,0,3,kmeans,kmeans_k3,2,1.0
9930,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
3483,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
4599,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
7326,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
7352,0,1,0,2,1,1,3,1,kmeans,kmeans_k3,0,1.0
2350,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
9145,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
2964,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
5585,2,2,3,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
9687,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
3732,0,1,0,2,1,1,3,1,kmeans,kmeans_k3,0,1.0
6303,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
11176,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
2986,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
7462,2,3,1,4,2,3,3,5,kmeans,kmeans_k3,2,1.0
3900,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
7034,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
9493,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
1143,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
1,1,0,2,0,1,1,1,1,kmeans,kmeans_k3,1,1.0
3855,2,3,1,4,2,1,0,3,kmeans,kmeans_k3,2,1.0
5536,0,0,2,0,1,2,2,5,kmeans,kmeans_k3,0,1.0
5989,1,0,2,0,1,2,3,5,kmeans,kmeans_k3,1,1.0
9499,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
6768,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
2150,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
6646,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
4887,2,2,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
8560,1,0,2,4,1,1,1,1,kmeans,kmeans_k3,1,1.0
3321,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
11003,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
10402,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
9904,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
6141,1,0,2,4,1,1,2,1,kmeans,kmeans_k3,1,1.0
5687,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
10856,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
5121,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
4186,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
368,2,3,1,1,2,1,3,5,kmeans,kmeans_k3,2,1.0
3312,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
11121,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
5332,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
5848,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
10343,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
5935,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
2895,1,0,2,4,2,1,3,1,kmeans,kmeans_k3,1,1.0
10262,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
7848,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
9477,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
4856,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
7186,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
5794,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
1456,0,0,2,4,1,1,3,5,kmeans,kmeans_k3,0,1.0
4877,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
425,1,0,2,0,1,1,3,5,kmeans,kmeans_k3,1,1.0
3007,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
1031,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
4297,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
807,1,0,2,4,1,1,2,1,kmeans,kmeans_k3,1,1.0
9553,2,3,1,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
4271,2,3,1,1,2,1,3,5,kmeans,kmeans_k3,2,1.0
4120,2,3,1,4,1,1,3,1,kmeans,kmeans_k3,2,1.0
2036,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
115,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
4259,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
8687,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
2447,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
10140,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
9353,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
3623,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
738,2,2,3,4,2,1,3,1,kmeans,kmeans_k3,2,1.0
7631,0,1,0,2,1,1,3,1,kmeans,kmeans_k3,0,1.0
4789,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
773,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
10602,2,3,1,4,2,1,0,1,kmeans,kmeans_k3,2,1.0
1446,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
3270,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
8443,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
9653,2,2,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
8916,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
8017,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
5830,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
4597,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
7023,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
8086,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
8825,1,0,2,4,1,1,3,1,kmeans,kmeans_k3,1,1.0
2930,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
1928,2,2,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
7108,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
10925,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
9960,2,3,1,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
8800,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
9224,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
5519,0,1,0,2,1,1,3,1,kmeans,kmeans_k3,0,1.0
5046,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
7037,1,0,2,4,1,1,3,5,kmeans,kmeans_k3,1,1.0
905,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
8624,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
8945,1,0,2,0,2,1,2,1,kmeans,kmeans_k3,1,1.0
6445,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
2727,0,1,0,2,1,1,1,1,kmeans,kmeans_k3,0,1.0
6404,1,0,2,4,1,1,2,1,kmeans,kmeans_k3,1,1.0
11074,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
10150,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
1968,2,3,1,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
6534,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
9485,1,2,3,3,2,1,3,1,kmeans,kmeans_k3,1,1.0
7053,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
4654,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
9760,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
1048,1,2,3,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
10619,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
9308,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
10505,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
8362,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
2625,1,0,2,2,1,1,3,1,kmeans,kmeans_k3,1,1.0
4637,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
9972,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
4483,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
4487,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
4988,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
8931,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
5871,2,3,1,4,2,1,3,1,kmeans,kmeans_k3,2,1.0
2008,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
3139,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
10037,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
10673,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
5303,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
538,2,3,1,1,2,1,0,1,kmeans,kmeans_k3,2,1.0
7922,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
5692,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
4843,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
6383,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
1628,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
1204,1,0,2,0,1,2,3,5,kmeans,kmeans_k3,1,1.0
3673,0,0,2,0,1,2,2,5,kmeans,kmeans_k3,0,1.0
760,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
8957,1,0,2,0,1,2,3,5,kmeans,kmeans_k3,1,1.0
4128,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
6810,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
5386,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
8700,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
3202,1,0,2,0,1,2,1,0,kmeans,kmeans_k3,1,1.0
1328,0,1,0,2,1,1,3,1,kmeans,kmeans_k3,0,1.0
8405,1,0,2,4,1,1,3,1,kmeans,kmeans_k3,1,1.0
6515,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
2882,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
7574,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
6387,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
5320,1,2,3,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
5048,2,3,1,4,2,1,0,3,kmeans,kmeans_k3,2,1.0
8146,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
10031,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
5748,2,3,1,4,2,3,3,5,kmeans,kmeans_k3,2,1.0
2134,0,0,2,2,1,1,3,1,kmeans,kmeans_k3,0,1.0
1523,1,2,3,3,2,1,2,1,kmeans,kmeans_k3,1,1.0
9665,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
4640,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
3635,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
3547,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
2456,1,2,3,3,2,1,0,1,kmeans,kmeans_k3,1,1.0
5633,1,2,3,3,2,1,2,1,kmeans,kmeans_k3,1,1.0
7801,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
10489,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
7011,2,2,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
2620,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
3933,1,0,2,4,1,1,3,1,kmeans,kmeans_k3,1,1.0
10981,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
1734,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
10995,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
6357,1,0,2,0,1,1,3,5,kmeans,kmeans_k3,1,1.0
9209,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
10286,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
2611,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
1600,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
3308,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
5407,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
2166,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
3955,2,3,1,1,0,3,4,2,kmeans,kmeans_k3,2,1.0
6634,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
3056,0,0,2,0,1,1,3,1,kmeans,kmeans_k3,0,1.0
5718,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
6872,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
8164,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
4580,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
9305,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
453,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
8545,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
9850,2,3,1,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
7378,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
7646,0,1,0,2,1,1,3,1,kmeans,kmeans_k3,0,1.0
1640,1,2,3,3,2,1,0,3,kmeans,kmeans_k3,1,1.0
5184,2,3,3,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
8492,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
11188,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
1212,0,1,0,2,1,1,3,1,kmeans,kmeans_k3,0,1.0
9097,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
10473,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
7962,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
9984,1,0,2,4,1,1,2,1,kmeans,kmeans_k3,1,1.0
5527,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
6374,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
7453,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
8952,0,1,0,2,1,2,3,1,kmeans,kmeans_k3,0,1.0
241,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
8975,2,2,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
6119,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
5236,1,0,2,0,1,2,3,5,kmeans,kmeans_k3,1,1.0
5723,1,2,3,3,2,1,2,1,kmeans,kmeans_k3,1,1.0
1710,1,0,2,4,2,1,3,1,kmeans,kmeans_k3,1,1.0
1970,1,2,3,4,2,1,0,3,kmeans,kmeans_k3,1,1.0
5313,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
10634,0,1,0,2,1,1,1,5,kmeans,kmeans_k3,0,1.0
7010,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
8562,0,1,0,2,1,1,3,1,kmeans,kmeans_k3,0,1.0
3158,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
4436,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
5287,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
2445,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
6059,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
4550,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
4240,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
8911,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
3706,2,3,1,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
3628,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
10175,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
8985,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
5204,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
9220,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
9888,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
5263,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
1020,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
9503,2,3,1,4,2,1,3,1,kmeans,kmeans_k3,2,1.0
10613,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
67,1,2,3,3,2,0,2,4,kmeans,kmeans_k3,1,1.0
6019,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
5863,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
3717,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
6730,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
10749,2,3,4,5,0,0,0,4,kmeans,kmeans_k3,2,1.0
4998,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
6287,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
5985,1,2,3,3,2,1,2,1,kmeans,kmeans_k3,1,1.0
4754,2,3,1,1,2,1,0,3,kmeans,kmeans_k3,2,1.0
4002,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
8870,2,3,1,4,1,1,3,1,kmeans,kmeans_k3,2,1.0
966,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
4767,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
9725,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
4475,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
5740,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
5731,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
7290,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
3846,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
8104,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
4507,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
11013,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
4491,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
3759,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
1162,0,1,0,2,1,1,1,1,kmeans,kmeans_k3,0,1.0
2055,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
10766,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
4415,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
3005,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
2223,0,0,2,0,1,2,3,5,kmeans,kmeans_k3,0,1.0
4817,2,3,1,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
2875,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
10536,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
11112,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
3807,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
9197,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
10832,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
6421,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
4207,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
577,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
10855,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
3081,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
3535,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
247,1,0,2,4,1,1,2,1,kmeans,kmeans_k3,1,1.0
8707,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
9523,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
6072,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
6295,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
10914,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
1509,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
5577,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
7348,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
1127,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
1833,2,2,3,3,2,1,0,1,kmeans,kmeans_k3,2,1.0
4944,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
9080,1,2,3,4,2,0,0,3,kmeans,kmeans_k3,1,1.0
6466,1,2,3,3,2,1,2,1,kmeans,kmeans_k3,1,1.0
9964,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
4790,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
10245,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
1109,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
6001,0,0,2,0,1,1,3,1,kmeans,kmeans_k3,0,1.0
5538,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
10552,2,3,1,4,1,1,3,5,kmeans,kmeans_k3,2,1.0
1545,1,0,2,4,1,1,2,1,kmeans,kmeans_k3,1,1.0
7409,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
4444,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
146,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
6271,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
10065,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
4741,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
246,1,0,2,0,2,1,3,1,kmeans,kmeans_k3,1,1.0
375,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
1524,1,0,2,0,1,2,1,0,kmeans,kmeans_k3,1,1.0
